Protein,Gene,HealthyControl_1,HealthyControl_2,HealthyControl_3,HealthyControl_4,HealthyControl_5,HealthyControl_6,HealthyControl_7,HealthyControl_8,HealthyControl_9,Prediabetic_1,Prediabetic_2,Prediabetic_3,Prediabetic_4,Prediabetic_5,Prediabetic_6,Prediabetic_7,Prediabetic_8,Prediabetic_9,Type2Diabetes_1,Type2Diabetes_2,Type2Diabetes_3,Type2Diabetes_4,Type2Diabetes_5,Type2Diabetes_6,Type2Diabetes_7,Type2Diabetes_8,Type2Diabetes_9,MetabolicSyndrome_1,MetabolicSyndrome_2,MetabolicSyndrome_3,MetabolicSyndrome_4,MetabolicSyndrome_5,MetabolicSyndrome_6,MetabolicSyndrome_7,MetabolicSyndrome_8,MetabolicSyndrome_9,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6,Reference_Pool
PTPN1_HUMAN,PTPN1,0.0,4681.862089012987,4947.339671665775,0.0,0.0,2809.858652651312,5987.528649018356,0.0,6659.181464092465,4447.01286519043,0.0,4896.343733250714,3745.868642300397,5022.54832113325,6315.867958202159,7248.1687445625175,3541.4144051260914,0.0,4018.618600258062,2811.433616674339,0.0,3649.9309645122844,3385.5078009152876,4762.983874119316,5472.151267126319,0.0,2515.1139306181394,3612.6965515445263,4288.592492276626,0.0,5362.717989424076,0.0,4158.971131554312,0.0,0.0,5286.109196590234,4549.506548989645,3621.452843237658,3686.0309140777936,3779.9683218387177,3611.2472227187627,4707.3178187401845,4027.453054331338
PYGL_HUMAN,PYGL,2680.452387358952,2703.0715494543115,1716.5229539479258,1612.940989285989,2316.1807355272913,2430.477592726715,0.0,2389.573919321744,1514.031496701046,5724.018606708884,0.0,5069.870408878971,7599.109911848695,5964.550500048707,0.0,0.0,7170.301116954802,0.0,907.6793474825017,706.5493693347565,793.3677349020015,633.2227405862114,0.0,1066.770429421486,889.726938254499,867.4282220716342,0.0,653.7355345905507,0.0,0.0,701.2648643561309,671.5111245252767,655.0406898373716,762.9582297980238,523.0737544819262,745.1188120658184,2244.880444146031,2593.3721208049224,2416.344103324129,2014.6278559306224,2809.367454289399,2097.7372467646146,2213.427741547146
PYGM_HUMAN,PYGM,63187.27628748788,85687.80586311352,77905.6285647986,83092.8977167046,43807.55705167796,72064.1104185436,76397.29763207886,0.0,45968.010614472725,65004.74991926608,50775.30927087907,55544.6041016093,53370.200715057304,54017.0474314056,73480.85394875002,50786.432176094684,70728.65090800094,41042.448105887706,73003.38305198732,50813.14811139274,95671.97851045353,60603.88598407206,77828.7529378006,70626.94125785501,47987.73826026184,77476.03034807912,52300.59849132621,33148.6917589362,59264.52407327787,59305.90862661541,41039.310344914855,48400.18847135562,62715.07995875745,48043.896769224346,42845.82992294012,0.0,73083.46510565419,60893.805871211756,49467.070852803496,59749.044543361604,51406.13857495232,49803.37713418651,64108.12308101859
RELA_HUMAN,RELA,19681.996319876103,12645.853070194262,19322.47949650785,0.0,10883.53833064549,16511.351300326904,8396.095465453349,17350.81840061876,0.0,0.0,43671.363421456044,60724.29091864315,0.0,0.0,37051.34362930615,53670.42589985589,0.0,0.0,0.0,0.0,20657.521571567882,52149.66802976626,53817.97683801378,24686.23888150783,32353.05880434778,0.0,0.0,0.0,8911.967458975761,0.0,9442.15380306446,0.0,9774.033688499929,0.0,0.0,11579.622956327297,14091.396200599964,14780.115098618928,12386.246595915838,16677.25453487671,18670.264011708397,16525.214227804263,27375.242943305155
REN_HUMAN,REN,16050.949452768808,14447.189222286815,21595.597813207165,8770.078461881043,15647.424546965876,12939.41660235886,13400.842865865718,9434.136524543523,18013.95500950945,14410.63418043162,17485.930450613632,9264.866841963865,12314.690592214933,18155.08719914551,20483.927626435005,14546.022940286493,15734.837035498344,16537.094591256235,14526.592695967443,21921.34981866204,14487.226281786016,15109.188352624846,11874.254326360367,12328.049678437177,19262.884741849874,10939.248697085492,12809.59271049321,13190.166586990996,15743.996689839412,0.0,16021.116197559155,15141.993566746773,22548.39918270763,14424.403394165392,9403.435120351607,15130.698674607554,11371.756654500712,12131.756604736898,12751.27734042315,12454.93415910271,18074.809097543428,14695.994228093938,14700.49287281111
RETN_HUMAN,RETN,61663.63099254228,0.0,0.0,0.0,47045.315875070664,50195.67441580767,0.0,0.0,0.0,0.0,42600.065440503146,43630.20670152616,27047.61804583362,41866.85498517727,0.0,48092.60110598164,37714.17253608611,34998.08117164964,48911.959769195506,0.0,0.0,62711.711662845606,59978.08794158182,36335.847126138,0.0,35031.40755524924,0.0,52237.97852251048,0.0,0.0,0.0,38268.510846108635,42305.95907221943,0.0,39498.13340162209,41817.04876670605,37258.71038366144,38065.19713258773,37767.89807199258,43660.57607387606,42379.61226741646,50592.179702853085,45921.468211132
RICTOR_HUMAN,RICTOR,2155.6572667754976,0.0,4922.290406420695,3678.2267775826986,2461.8872183693443,4355.9310212095725,4116.403235375551,3744.581281894847,3040.027354612556,3657.434102614984,4806.63727828739,6283.470565697078,4990.640527442282,0.0,4171.525041541458,3558.4931668233526,2670.416302687029,2109.433785553099,2805.2365949665423,3945.429448553503,3388.3235191345707,4194.736053661131,3714.959655612439,4246.165568397325,3458.397140951725,3779.687122607266,2993.7738164179027,3977.269518037261,2626.299010375767,7342.627600920677,4428.632187796471,5413.454769151256,3440.5305759768084,6204.001027959667,3083.1081511313155,4607.53086578316,3328.560525655664,3973.226146085194,2815.8961719508106,3228.2776663763902,5086.294571708628,3537.912296322646,3838.7186573498802
RPS6KB1_HUMAN,RPS6KB1,7819.789965729512,9958.295608206794,10955.542612114474,9898.276005148799,8443.793948190769,7012.237099622712,9960.754385676531,7767.3461472471035,10317.002351857214,0.0,9864.882590076631,7528.904661108042,10523.895324141731,7725.00194305104,10002.435661978077,10064.180511569983,9223.091038268925,8319.055722239968,11528.497042669314,6678.887075109915,9793.64570941181,12218.412464016981,6870.6819221582555,8034.714621795511,12073.557355253837,9678.541321582483,10830.479007349852,9464.31002471669,11832.366539420176,6366.669695414144,7334.674865252496,8018.849367301944,7412.085690704299,10164.361677713927,11300.519630187198,7772.428813101899,9355.641429574913,6726.482228660364,11339.380241379837,10526.237732102914,7428.067853549632,8922.85482062397,9644.440952085726
RPTOR_HUMAN,RPTOR,6653.160613664613,8155.862466910349,8101.597999539815,8445.70973482307,8134.928066883048,6744.776342758049,4982.183662110115,12263.961350817528,6096.399958939597,6279.763045646338,3584.723777174925,7040.516874526203,8332.920822140639,7452.521310423715,2833.3660363019835,2956.0737601499873,4523.933599750623,5471.396651905881,15509.132565809636,13085.955599740419,24268.015087527612,17538.857553003858,11473.087524120303,20144.482401558555,17272.743858833823,24985.548696765367,22093.297708052105,6193.549986277554,3075.6020542248407,4731.631038566896,4618.416165057758,4597.050701717918,3488.1038126659305,3263.5500794554855,0.0,0.0,6751.7231937127335,8562.41065327358,7805.9410710890115,8641.877280357156,8333.644935825836,7660.980642853634,9358.40375494661
RXRA_HUMAN,RXRA,0.0,31787.724380375468,19207.314788277738,19647.607824339517,12663.625274956848,22438.594361784133,18155.58941435944,19647.48541067241,14122.969979001044,0.0,19874.555762372886,17125.51876460606,15835.140434542758,12624.986993095796,18761.782052065108,23744.95503036544,19452.908881497435,17670.129055533587,0.0,14960.862228517673,15743.91592334127,28482.295326807027,23046.40180230566,18572.55630523663,13893.006532708796,20719.999056937504,16691.243851016374,16287.96845422061,15085.431487052345,52038.739330776465,18559.34446332039,17239.831641106786,16251.97936665146,0.0,15819.201934217437,18795.90742768284,18115.11322011626,22608.187750298333,23281.75569151755,17180.02823405676,19521.88529648527,14636.510475689658,20353.640949345056
SAA1_HUMAN,SAA1,11927.02877600799,19812.702697260014,14545.419155733578,15681.665138260327,9584.974757235235,14435.056809116322,16033.340372972307,13546.667283532419,10295.534133827288,11720.424487034072,12806.52725191449,10159.276171069283,13598.430710175984,9339.809564342186,18673.935968698373,10783.39681266934,0.0,9266.993629595134,18666.787936474193,14343.959794058119,23920.994595171207,12666.424896102204,16349.222999302783,15354.567194637153,13852.899447167572,20045.350573138505,9502.133949281042,8882.753977536831,16707.937214132104,20728.19128452715,10752.37802380089,14011.289439323276,15781.645310604617,15151.473763446762,7158.322842278475,15470.862969818958,13266.129629096982,14406.509187730639,12679.042295332114,17856.813476597043,13711.289233534417,11851.040552680215,14668.139358121594
SCAP_HUMAN,SCAP,10219.450371980689,9779.952682523275,12873.54992413598,14347.15607090119,10223.246509180588,9007.445285952292,12768.075162288376,8788.679180405834,9960.18061429696,12781.838943273333,10935.55853549389,11298.0129791515,12020.728843874333,8501.995025278693,11745.694834766527,10280.391648175171,11417.534351228975,7786.263708436419,0.0,6262.52399982248,11186.918315083352,12469.12930778671,12608.496154314591,8754.641886843334,12589.325117097005,9769.891119963335,14282.625052187126,7990.518545642203,13993.39254618897,7816.752163262436,7836.602213629437,11123.479559910364,11272.906832496774,11306.09017070498,0.0,8254.767506352762,9008.386586639825,10389.391342287803,8964.476942456853,12596.457579863058,11189.29220815737,12130.386284063108,9766.508550521596
SCARB1_HUMAN,SCARB1,2450.499820065582,2676.677523730782,5536.073342406451,4473.6768479356915,1876.7200114729553,2006.3353415129563,5210.691150941122,4572.9781057774835,4831.77277783184,4672.601197157146,4591.635883063795,4016.27922345232,2345.3904238381456,6384.6696806973405,4494.210315643195,3164.7094395887207,6153.545078606915,0.0,3315.4043702575664,8941.016967157404,0.0,6818.355167746603,2726.255193457476,3153.4106843036193,3740.2461379270385,5074.300232780037,5034.6943741776,4861.664433661818,0.0,5559.846818337029,6348.088232589685,5175.295025968226,5684.736064975538,3372.0017741714364,4580.6953444510145,8020.398659522848,4022.1571012908416,3932.8018886832406,3431.4540436704588,4656.415298563654,2710.413116157683,5469.259953351764,4183.316918898143
SCD_HUMAN,SCD,5100.738617628121,0.0,12995.99201775039,0.0,6162.115519572651,0.0,7879.301210759922,5205.941704551348,0.0,0.0,5837.125699018698,0.0,0.0,0.0,6138.992311716489,0.0,6228.860917171119,0.0,0.0,3299.91592215426,0.0,0.0,0.0,0.0,9423.697956331558,4677.006405056087,0.0,5652.821783242226,8344.259436348864,6051.396964311984,4222.980449535505,0.0,0.0,8574.248091321911,6632.821432256445,4777.358981621229,6482.559089377094,6741.345704581341,5428.928170066147,5384.028457684062,4862.880180479815,6426.696347091619,6234.5976033954985
SELE_HUMAN,SELE,4548.993022517947,5788.04308307765,6709.108513468849,5006.0408066350155,5098.667790300607,4706.163074765523,0.0,3181.118016642126,4945.222655916844,4537.580574359497,5314.529017848696,5120.553979590041,5320.15229454398,4759.806540376176,4795.689657558282,5022.074673863353,6951.392122980918,4818.306054505123,4594.986021202537,2308.5683789176937,7563.444910447534,6642.742179782669,5092.126428540196,5045.704027143738,9842.868637718539,4459.628636221451,5184.854579940713,5111.254015298206,0.0,0.0,5284.122623921091,5607.540063120759,0.0,0.0,4926.572954855684,4422.007613183742,5756.513821522869,5905.595693613989,4818.922427693074,3677.1499822947053,3891.201318102815,7134.765513277511,5643.3419820185345
SERPINA1_HUMAN,SERPINA1,0.0,5653.2659279862255,6021.960118026075,5795.502200903421,2917.0370045882596,6494.856370627477,5739.078654335168,0.0,2775.837815584918,7295.871719311784,8367.132325228722,6717.714153668714,6938.687907392056,7632.647616644691,0.0,6471.731306266049,7633.502186724146,0.0,12987.745171786524,8781.659499778236,14857.279895247511,0.0,13354.189714700682,15202.96140999331,6448.081967096629,11698.311041791878,7877.64350593806,4106.302338025982,6645.812750568535,7303.730841248194,4390.217611939013,5889.316558439653,6834.082886031145,7182.572494017431,4609.836569916885,8044.266715799127,3332.419376601719,4767.156072502943,4621.268125120044,3687.541896466403,5309.61808192039,4469.7112620802045,6918.954358747499
SERPINE1_HUMAN,SERPINE1,0.0,21467.98515504182,0.0,0.0,13301.627421729667,0.0,21172.26272630355,0.0,13686.780221551426,22438.363425568565,13067.263367011159,14152.480152624352,17048.34262525411,0.0,0.0,19386.84748449523,0.0,18715.043297389242,13570.578572229837,0.0,0.0,19445.090847177886,18055.292725327807,18725.745597187604,13827.328541314786,15850.48047875545,0.0,13640.937464238852,0.0,26625.808863252885,0.0,15470.54078525904,11653.20091152221,0.0,15317.618180183266,22897.544007052777,16953.52287906071,14358.650909059334,12722.426919807624,16358.72070408506,18739.21845326709,21870.114186923278,16319.677012386217
SIRT1_HUMAN,SIRT1,3673.569170805847,3140.1293955609945,3611.0537767696624,4237.299718136169,3847.445277717181,2688.2328408854173,2627.0066111465585,5243.235538025608,3804.7769151686125,2845.649203921036,2212.757856784516,3858.409048645752,2578.849977996186,4311.766645116808,1192.7982314803776,2563.727038751122,2648.5850519645364,2505.491535424655,1453.2535292406226,1163.5144930614838,2869.9333747647165,2988.163461460547,1473.3153930707497,3091.9750729492907,1702.0250842426094,1996.6797042093078,2048.7850963292967,8499.300078356135,6874.639894115995,10075.96627242849,12555.511242698254,8903.08778834559,7470.7474425833225,6093.0701183115325,5657.605395648622,5957.224488818622,3794.2218441056693,4232.483256321085,4468.008993800575,3193.8175983883507,3729.3709555051264,4408.1981663059805,3916.223289974044
SIRT3_HUMAN,SIRT3,505422.9164372526,440194.3013619978,445650.9179537231,343124.85114354856,432540.3868882834,384604.53794834274,435143.1191968759,464691.70286564063,733932.2298239433,406327.0503449192,349235.4065706793,378642.134790389,332753.30916258483,493546.12775363,352127.8328980958,387125.45240118157,400329.2855925496,347265.52013614884,303780.1928844714,301427.5976638686,368634.779205749,440913.9779266302,334198.5447311224,451295.3409600729,404045.3343183025,294989.91196352773,201815.00546739405,0.0,394149.8374619179,448849.8187944523,463614.7621485402,173834.6336096447,413435.83405738807,322169.2779318934,370269.8937093737,515090.9243153199,693610.5892653149,443878.2091810349,359817.718997579,555536.1223424206,307392.85005382163,465915.45216274663,420155.6289315599
SLC2A1_HUMAN,SLC2A1,19128.810529199312,35066.970702731174,0.0,20561.980923748215,0.0,28282.988787696566,21916.805606399812,23826.997069771573,14071.622517580734,13342.389930695215,11054.887321824464,10806.993589394542,10466.011336105244,14962.24095483264,12873.359720952842,13178.310221608554,14407.159755862856,10726.103995119614,34853.582777582174,33453.32391086522,35143.04128590559,60032.82916009883,58916.43968435811,41044.70177398132,54258.86138704632,37750.32015245737,35164.24886211022,16764.517463523567,7326.688449336436,17569.59732285729,11044.944954459874,12679.617042663229,12547.181202652266,16810.316116736365,11343.94198927838,0.0,16436.665117614863,23115.775503689918,26185.6259953907,15826.564084629908,24470.063313756695,20236.81215641031,23368.917628216637
SLC2A2_HUMAN,SLC2A2,14900.246481870705,7453.320998984605,11841.830582327344,13936.581930679882,13490.70121387369,6401.079381797179,10306.951189951735,13256.024128885505,14156.387028090692,11892.70120013832,8792.62103072659,11881.459141846288,6549.606859831382,9857.079044486309,10305.857178087812,13161.23426933311,8479.5635722095,9311.55888269305,12914.113975172562,6391.994106432574,11169.693128554989,9062.24647451743,7215.913534909618,10768.492516959232,10436.024005739664,7640.457643961984,7367.987660883136,7562.04738635124,9427.466554305167,10148.913836275025,11426.936877923708,4148.358324208002,9985.9650528638,9272.442291017649,7180.378589210763,10346.217865664315,8934.429138907099,10459.752719608332,8297.341254038103,8352.49097092639,9964.146541445876,9491.650992544299,9518.103839013731
SLC2A4_HUMAN,SLC2A4,0.0,16976.15159505639,12362.082922150277,14940.000841985004,8133.510265601094,9754.622004242694,0.0,0.0,0.0,20582.307138863438,15945.168725054928,0.0,20842.4972623121,0.0,31898.04262156954,19352.33545557684,0.0,0.0,8088.713240824611,0.0,0.0,0.0,0.0,0.0,0.0,5261.43093094397,3819.793431824184,8691.656121720158,0.0,25632.277655133817,23710.635218311785,23591.637836746206,0.0,17901.090555449628,0.0,0.0,13280.869325458641,10420.374739858678,11411.641725372874,10496.154881651493,14243.042380300782,8698.719536007213,15008.231990775706
SOD1_HUMAN,SOD1,17886.85592032935,17027.972890286674,22733.314513491678,0.0,21587.827819511298,31362.099178832388,35240.055765792604,34501.11674759712,32861.26123721983,23988.606094875126,0.0,34916.02347830067,35243.83600378824,33569.36345528529,52518.12942811015,0.0,47455.280380087526,26149.341476293885,32344.2894408489,22314.533904920838,17170.847396393874,22317.28696829697,37217.14796509502,0.0,37672.308798358004,31626.080432217157,19404.31194835829,23116.093742403158,21655.775977220543,34604.661114937764,53231.206481200126,44195.408181526465,17167.425923114308,31839.358401714013,23907.262381262557,51959.656299765025,26965.575487856477,21974.49867074305,24666.799428499427,27685.53857196853,32995.592593424946,34847.039784260305,30964.084864233064
SORBS1_HUMAN,SORBS1,9893.682317821596,11126.469253652669,0.0,12199.35679839786,7556.357193121369,17604.39592954833,16206.521688852657,21222.208509929853,13653.62817924847,28303.83907105767,39025.701252006715,54987.821319809846,35523.201875968676,35900.37112718638,40453.81702235916,25456.44431376074,45572.78765266713,31283.88232501319,9513.01684273372,6034.306587965012,5334.379459884387,5888.581030011418,11921.43186572974,6324.734283665468,9383.455485601038,8451.938357110064,6613.675935232063,9654.224476341808,7919.1177649580395,14263.071177936468,15228.515075725387,17164.299614343254,4396.226263096057,9738.913193638085,6865.959780985968,16296.558940938996,18364.48761043477,18274.201569088444,16831.18964568345,13328.173416624983,11311.981078306591,13368.841847173544,16871.275172030604
SREBF1_HUMAN,SREBF1,164150.5528146074,372807.8581264736,286774.8207572399,254852.34625080827,151376.3654812463,293514.73262279696,205294.08136712818,236575.59519774545,207100.6349002983,328820.9131938025,224669.93603979872,242547.11805429478,176267.7787854384,183167.97606487485,264525.9205904146,265796.2402886649,250247.31977861078,187889.16946041732,171485.3875439931,281739.3607287925,199434.59389029245,367924.00913145544,350216.582753374,212209.61378648126,188204.2697797879,188010.37343753775,227045.40665033486,242683.19213862056,165792.52266408288,411678.45785276603,225813.8737880208,240379.2805083047,0.0,273592.92916558153,192819.12931464225,229567.39768700625,193172.25808057206,210620.6050204376,209840.1615918341,163098.88147247696,203511.8042236179,218300.4206295041,249217.97964664962
SREBF2_HUMAN,SREBF2,3277.817017866076,2799.7860068188074,3601.2979443214167,3716.0518299446853,4000.4539812761545,3944.3835436810455,0.0,4739.197216331861,4839.0636420124,14325.75452742217,7270.224889192464,10639.09297459751,10435.928723326155,15936.703966696234,5432.966590140954,7665.608397080247,10113.788307385463,0.0,8500.518021675718,5309.572324109757,12370.856026382247,10663.536572652245,6456.7097483182515,14402.126888405704,10669.435679675684,10621.820013705057,6612.751281060413,2413.293281263483,1016.4875669417302,2104.262487390248,1931.737197856112,2275.1413060061036,0.0,0.0,1206.1005602769917,1766.2284866869707,4033.7297704762473,4008.2960936955333,4084.3368256391022,3193.941805554482,3987.4314312915776,4350.437816964278,6867.861925475927
STK11_HUMAN,STK11,10469.156165250819,16510.926668162476,18530.33984737179,8986.679697354391,20558.473614158687,15580.318164269574,15215.701538058856,15563.725486711082,17226.395387406497,14994.379100133898,12844.719636438318,11975.035772270263,14480.055564940127,14601.49395763429,20957.99320066428,12846.16409179133,19347.381627195216,19211.484038379724,13784.86057846005,17004.708587048204,17797.702586002255,12373.235525424567,13360.503883941312,15445.314943422645,14604.733462056894,14488.04718325332,13078.546838379909,11556.190737356546,19248.32864314057,8239.2438713613,23472.775236447203,0.0,18705.153991564526,12307.211023031512,14328.362035620954,14014.909300587293,12468.899801244444,16174.453314113178,16316.303967807913,17371.8156996861,20018.891350446193,16318.094594949434,15875.91643841214
TBC1D4_HUMAN,TBC1D4,0.0,19406.57421578473,17899.190654833656,15709.088356992894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13886.383116979569,0.0,18571.508097371774,14064.687299175876,9651.665200408728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13074.463020372448,9510.22003180089,0.0,0.0,0.0,15618.304227211702,13085.234507382123,20312.208401274187,12964.791041336843,13049.289462566709,11692.855170022734,12846.596934022584
TCF7L2_HUMAN,TCF7L2,0.0,7544.140938001882,0.0,0.0,0.0,5245.312039834455,9843.740880309533,0.0,0.0,7336.8586547624045,0.0,5958.323805209589,7907.988495732776,6873.443590365083,0.0,0.0,5975.75179716546,6635.627500966249,0.0,5037.946024299309,6041.308230949701,0.0,0.0,0.0,8322.9283232745,6728.424105747671,4639.489360755666,5692.331078568426,0.0,7873.41464414725,11384.373718485633,4791.753180925576,9905.430306879503,4449.040528715451,0.0,7499.045036951991,7901.078144004515,7041.626127978015,7701.34915950078,5608.009450962103,7302.62196022326,5593.144024332693,7536.85583649104
TGFB1_HUMAN,TGFB1,35206.880365868405,0.0,0.0,0.0,30550.331815447826,41313.97370078245,37067.91528168775,0.0,34292.97514745574,27360.380333114015,37727.36272026149,29849.183796982285,30754.35533095088,21311.10322859286,48297.68139072968,32474.825194095,33150.13169048687,26938.440875118074,33141.93437434546,34797.97656367343,73085.40608212326,36844.277359289394,63557.149657201575,39700.37482561604,26926.680165447946,48153.735305052964,31555.884775992934,23788.839783047653,33548.428871470154,31218.49307620873,26051.336838562234,35738.14945667829,40358.631803424934,29783.636070325334,20663.65931822345,43233.44561774422,25976.691920725134,31914.021497696263,38135.41569561286,29899.928736422524,45461.477355490475,32995.85016946668,33907.58897179184
TLR2_HUMAN,TLR2,4911.353378206457,3230.589961603033,3795.359533163904,5638.840654359569,4969.587293036483,5599.401455541933,0.0,4499.071137516161,4787.259374664729,5410.468668870875,3885.460072156799,5456.227157132661,4860.290594454721,6330.609969401346,3150.0046367729747,4323.9289791346055,5629.376067728622,5417.138789520658,4386.172364225604,0.0,6769.411837867842,7260.3591678504345,3069.7200875581248,6346.859450001218,5177.883444751292,5837.843748018293,3826.5016502285935,6633.370299858654,3893.419989860724,4329.5161528243325,0.0,4816.766616895921,4045.0381941803066,3979.4710433447663,3913.975700345272,4911.119095379853,4495.816522215596,4576.567633958317,4984.068746315872,3746.7130038339083,5858.537450448318,6279.366392427091,4399.343807211147
TLR4_HUMAN,TLR4,12229.626848517444,10969.621863669974,13563.311037428772,10910.416366267764,12186.291379930832,7021.137912826998,13418.59314164071,14982.495490309011,15871.7258976666,9011.207408121776,11825.024425220994,0.0,7625.640925700753,9970.178498859717,14316.744675453472,12839.331022965614,10151.126772866352,9739.561596594942,7853.2744370525,7639.913169931732,0.0,10160.615415599023,8943.518046167406,13249.159112063935,10718.726149165364,6854.67428752178,5976.181695735086,9206.057818547773,8161.250290084974,13755.368978975757,14840.551279515885,6751.922935743945,8682.13142649701,9308.253293251222,11680.703827123483,12780.17868728366,10647.430218554893,10356.16999749261,10006.240810723062,9216.875977284071,8572.964749158253,10286.4707523298,9982.141169566967
TNF_HUMAN,TNF,102501.55653518,86150.03360575641,103386.22672193273,99523.08148906054,62306.12186628085,91487.9060779516,69745.97130091178,85822.77757670598,54435.214976595424,83673.62505887427,121822.51344099743,113497.74256093235,74330.11435490171,119077.64347961635,111686.30332951967,95714.67214079763,75601.84450046708,81183.14407435343,76973.47865493901,99977.65110718706,74728.02560241318,132360.87497172703,130745.87118405374,81196.82162552795,106020.41531990428,61288.14970023449,85219.47067573338,0.0,66866.6132039986,83091.95941840927,117051.26697457099,114854.06978258013,81202.7256082297,81010.92806460145,78156.3649821599,78452.04965962032,89254.78780206852,71568.55139787508,59061.72064116056,84445.1376611609,96392.54786055862,86618.3999889845,88663.30124691174
TNFRSF1A_HUMAN,TNFRSF1A,31382.638282179654,26101.510796902126,33553.33882302479,50753.69034653016,0.0,52137.56101927364,60711.143787800305,58649.07947920499,41322.52761235774,32555.388785067924,72912.918220545,71261.08945940134,0.0,49203.5113634706,63911.38507368624,33904.78625739549,62103.04526757469,50985.863531551644,56786.100242584645,30819.809601330824,27803.845221151892,40286.98080242493,59223.183501696374,44631.91576794158,51267.703423333915,36829.90698297145,29880.24992856845,49098.797274033,46156.35716107468,55611.46278054179,66369.75103336766,64198.8384787938,23046.52509780953,36647.74297784883,41351.178568153904,61006.48195274934,37257.57727051391,34115.931956235174,40589.78976651888,43647.01585784833,36533.34981539506,40952.56182402973,52666.16485410483
TNFRSF1B_HUMAN,TNFRSF1B,74014.06133500501,63763.72440493178,54452.462977199655,63450.27452520765,72248.84017625172,0.0,64729.05002146404,0.0,51630.82941295313,30610.776886244774,16581.559578521097,26233.383924616774,44022.186347798655,25260.549872516116,44223.3004305049,27033.587987229814,36915.549806458104,21343.811991764887,31482.06377382423,27584.81367133704,40085.39764590946,0.0,32958.995358896915,36731.98008541297,42305.98354200497,48084.21229562235,36504.15259739636,171692.19875904042,147496.46888253858,102770.16137615126,86441.5758828848,164989.11029451602,126236.379078861,129269.17125165305,123050.97871641585,157814.26681186468,90585.12348447733,59552.13100827024,52961.43654747516,63641.84419539318,82539.53226434044,66811.46743094276,68840.76461092674
TP53_HUMAN,TP53,59218.10860877796,63323.37541600523,67412.4414659453,75511.46324547146,86978.91541321563,62719.739006014795,43359.828876763655,98012.7116068359,0.0,78663.57629086309,56517.82600904107,77835.03975649364,93893.35366458331,106395.3112871213,39615.58721501898,0.0,60446.665523287265,68938.01160279773,60525.3202355978,32933.11278182092,93639.87071178206,73370.2261769412,51672.956657024246,74989.57966185389,62706.820318174825,78076.4954335092,57628.67660017001,71496.29195796362,37623.567417003695,66803.87417098631,79025.64844078882,92867.7533891441,56146.48497133543,56384.60454902441,67951.67208732944,75889.41489732018,57888.40261843197,74306.5889915726,59751.17038707584,85371.19493153505,60561.99291065533,70026.14924283327,67873.06364355431
TSC1_HUMAN,TSC1,0.0,729695.6997590017,0.0,0.0,0.0,0.0,0.0,0.0,331215.89314280456,428720.86570655636,0.0,0.0,421802.3758228032,0.0,358465.8239259661,0.0,0.0,0.0,0.0,0.0,0.0,629344.9796965766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463815.3093104748,0.0,0.0,0.0,0.0,403193.27242720197,379352.04972254933,435118.4385520228,348379.63330651185,484422.0360777608,405057.72624571226,443348.02341017517
TSC2_HUMAN,TSC2,0.0,288088.4529896551,232705.19566630956,0.0,190547.3858799524,245731.6284961869,196593.33535191623,162028.50641008222,151115.89690319748,249032.90735980446,257726.94862628824,0.0,197561.16038091062,198532.85709549987,0.0,329510.59470482275,232434.54726867672,130044.47221583965,211439.32762091712,209069.95094126838,178767.71586775256,316799.5303585108,0.0,217771.4271231637,218599.974565292,233626.34151168197,199500.46523794084,204100.9222071154,155621.82482890578,309356.50291490747,220699.20750656622,160475.2858209445,178233.05304926547,251139.82467203957,156860.3758258582,370416.96179182164,249994.91895416874,245390.24315184372,226728.77668091728,193431.9388853998,191903.45295407518,254830.68730511228,212711.04785848124
VEGFA_HUMAN,VEGFA,0.0,0.0,18332.27211159233,0.0,0.0,0.0,14257.972226556525,8727.102376379018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11319.039962568277,0.0,0.0,0.0,0.0,7240.28609079077,17700.553695823117,0.0,0.0,0.0,0.0,10326.541670544173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9840.038701230902,10447.267841215697,9425.634333920483,9126.82062447691,11926.581676726448,8919.864862369232,9317.737188910947
VWF_HUMAN,VWF,29390.414282727517,24613.235250756206,23825.19920941127,30870.243081219316,20911.69905112318,19272.401958523395,15211.849905336478,17834.002257902324,16826.80515342364,20079.202868492,26702.84777838506,28679.31602794019,15564.39517550653,23935.01594451598,25577.429456731625,0.0,15395.888251602946,22451.43966735731,26679.705623445327,19364.958435609093,17737.47364158803,26391.163428813954,42877.44953777657,14247.014637593697,19232.548597944548,16830.086304933233,24249.674054987383,0.0,14088.314078546882,13899.202721296462,24985.859199310704,22013.38766609837,20390.07182254439,23526.008925105187,20083.358177631104,21981.4618773178,25820.90329494899,20516.5996009603,22526.22485655575,26300.698583967678,20826.64336127732,22964.935930543354,20951.080992410218
